id,b_m,malignant,x_sym,y_sym,compact,ap_ratio,rms,coeff_1,coeff_2,coeff_3,mom1_1,mom2_1,mom3_1,mom4_1,mom1_2,mom2_2,mom3_2,mom4_2,mom1_3,mom2_3,mom3_3,mom4_3,pi_sym,pi_bor,pi_col
ISIC_0000450,malignant,1,0.7835,0.6414,0.2292,34.1501,23.861,0.155,0.155,0.155,153.993,23.942,124.598,52.468,153.956,23.913,125.57,54.253,153.957,23.858,125.216,54.151,0.737712,0.232715,1.189935
ISIC_0000452,benign,0,0.2489,0.3882,0.5881,19.1451,12.993,0.09,0.089,0.089,144.74,12.972,101.813,50.531,144.799,12.953,104.861,50.294,144.884,12.961,104.432,54.188,1.407269,0.650319,0.829632
ISIC_0000459,malignant,1,0.1907,0.2384,0.4421,45.9545,17.401,0.118,0.118,0.118,147.967,17.424,144.196,61.059,148.033,17.464,146.74,59.732,147.999,17.417,143.75,59.069,0.585936,1.198067,0.507802
ISIC_0000462,malignant,1,0.3231,0.5345,0.2507,24.7216,14.791,0.097,0.097,0.096,153.135,14.895,116.063,62.796,153.098,14.783,114.926,63.07,153.106,14.748,115.926,65.298,0.625957,0.9153,0.327927
ISIC_0000463,malignant,1,0.0954,0.0858,0.7169,55.875,26.514,0.176,0.176,0.175,151.156,26.612,85.068,32.045,151.174,26.601,87.38,32.792,151.248,26.538,84.094,33.532,-0.974277,0.944542,0.013114
ISIC_0000466,malignant,1,0.2476,0.527,0.4409,34.9998,26.326,0.174,0.174,0.174,151.331,26.315,131.32,43.714,151.355,26.336,132.771,44.319,151.361,26.348,131.669,45.269,0.342932,1.01907,0.478729
ISIC_0000467,benign,0,0.5263,0.2063,0.4685,42.5456,20.862,0.143,0.144,0.144,145.178,20.826,83.21,37.646,145.204,20.866,84.462,39.425,145.214,20.9,83.865,38.396,0.710651,0.608568,-0.623268
ISIC_0000469,malignant,1,0.828,0.6284,0.3299,16.1747,14.791,0.104,0.103,0.103,143.244,14.831,138.941,63.481,143.218,14.783,142.189,64.795,143.161,14.758,146.975,66.775,0.27221,0.052088,0.625917
ISIC_0000473,benign,0,0.2258,0.1789,0.4538,34.6759,21.624,0.147,0.148,0.148,146.253,21.548,114.548,46.605,146.294,21.597,112.487,45.882,146.326,21.64,111.15,42.248,-0.015586,0.239921,1.166098
ISIC_0000475,benign,0,0.1788,0.1074,0.6301,53.7215,12.444,0.091,0.091,0.091,136.777,12.4,134.88,54.992,136.777,12.397,135.799,54.352,136.84,12.417,137.971,55.055,0.089445,0.682306,-0.358441
ISIC_0000482,malignant,1,0.061,0.0464,0.7305,62.3849,26.931,0.182,0.182,0.183,147.354,26.842,72.149,21.411,147.374,26.862,75.231,23.481,147.432,26.943,70.716,21.335,-1.053425,-0.165401,-0.066812
ISIC_0000483,benign,0,0.1378,0.1663,0.6386,61.5508,21.293,0.148,0.148,0.147,144.409,21.344,98.368,39.241,144.407,21.313,97.399,42.743,144.429,21.259,99.654,39.726,0.26897,-0.213306,-0.565493
ISIC_0000484,malignant,1,0.3603,0.467,0.4595,23.2475,27.258,0.179,0.179,0.179,152.042,27.216,140.929,39.248,152.072,27.254,141.876,39.368,152.076,27.264,139.269,37.354,1.470307,1.124297,0.304458
ISIC_0000487,malignant,1,0.3066,0.3331,0.5431,16.3462,18.685,0.12,0.121,0.123,152.846,18.299,120.321,60.597,152.953,18.513,120.763,61.617,153.056,18.771,120.449,63.819,1.384518,0.264808,-0.34502
ISIC_0000490,benign,0,0.0999,0.0957,0.6987,59.353,8.248,0.061,0.06,0.06,134.868,8.206,144.61,48.778,134.749,8.123,145.707,49.104,134.811,8.131,143.512,49.615,-0.394009,-0.009939,-0.94408
ISIC_0000502,malignant,1,0.4114,0.2548,0.5149,26.8025,19.564,0.127,0.127,0.13,152.836,19.383,117.997,60.944,152.811,19.34,117.003,63.919,152.233,19.747,116.711,64.079,1.112425,0.256701,0.196994
ISIC_0000504,benign,0,0.2932,0.3663,0.4685,22.4171,18.644,0.124,0.124,0.125,149.117,18.564,127.07,53.735,149.138,18.54,126.121,56.169,149.184,18.627,123.171,55.213,-0.544616,0.075177,-0.013866
ISIC_0000507,benign,0,0.0852,0.0782,0.7758,59.1332,21.181,0.148,0.148,0.147,143.919,21.283,50.376,23.867,143.894,21.233,51.975,23.839,143.855,21.194,51.132,21.422,-0.344222,0.299818,0.676669
ISIC_0000513,malignant,1,0.2345,0.3351,0.4658,31.528,30.946,0.201,0.2,0.201,154.359,30.965,135.294,46.186,154.345,30.931,137.677,46.677,154.423,30.984,139.231,48.965,0.006647,0.253956,-0.628576
ISIC_0000516,malignant,1,0.4456,0.4996,0.306,36.3334,40.069,0.256,0.256,0.256,156.333,40.069,36.333,59.0,156.333,40.069,36.333,59.0,156.333,40.069,36.333,59.0,-0.002394,1.051447,-0.341
ISIC_0000517,malignant,1,0.4202,0.603,0.4852,12.0709,9.079,0.062,0.062,0.063,143.994,8.884,146.71,87.295,144.039,8.943,148.15,88.329,144.131,9.137,148.925,90.067,0.365409,0.840288,-0.482371
ISIC_0000518,malignant,1,0.1581,0.1695,0.6031,28.6077,11.251,0.079,0.079,0.079,141.354,11.186,158.883,68.812,141.285,11.141,154.973,65.083,141.375,11.226,153.897,67.915,1.398673,-0.040591,0.084151
ISIC_0000519,malignant,1,0.6971,0.7183,0.1065,12.5745,18.348,0.12,0.122,0.138,145.001,17.353,130.686,54.987,144.587,17.614,133.761,56.184,143.726,19.816,133.87,54.473,1.043425,1.513878,1.039116
ISIC_0000520,malignant,1,0.5282,0.6389,0.2322,22.6215,21.379,0.142,0.142,0.142,150.575,21.401,132.426,56.727,150.706,21.411,136.333,58.445,150.825,21.431,132.598,59.393,1.282156,0.240067,0.730047
ISIC_0000522,malignant,1,0.3055,0.4352,0.5787,23.2637,23.217,0.153,0.153,0.153,151.562,23.115,136.286,51.38,151.63,23.176,137.318,49.77,151.643,23.231,138.422,52.582,0.880002,0.404248,0.258539
ISIC_0000523,benign,0,0.2282,0.2336,0.6795,17.6687,15.162,0.104,0.104,0.104,145.949,15.222,136.43,63.542,145.907,15.12,135.008,64.084,145.932,15.128,134.772,63.733,0.130822,0.396456,1.520095
ISIC_0000526,malignant,1,0.6818,0.4779,0.3118,14.4155,13.055,0.089,0.089,0.087,148.962,13.235,126.974,63.436,149.011,13.207,124.473,61.516,148.988,13.029,128.362,64.069,0.935312,0.619482,0.840187
ISIC_0000531,malignant,1,0.7861,0.7787,0.1897,19.5598,40.077,0.258,0.257,0.255,156.23,40.356,87.11,43.808,156.306,40.246,71.413,47.663,156.502,39.974,69.753,57.705,0.428344,-0.086478,0.171131
ISIC_0000533,malignant,1,0.3318,0.3527,0.5065,42.9847,18.288,0.118,0.118,0.118,155.206,18.285,106.859,58.054,155.164,18.257,105.667,53.076,155.122,18.3,106.387,54.029,0.52187,0.170637,0.587162
ISIC_0000535,benign,0,0.1272,0.2756,0.6348,32.8512,31.834,0.207,0.207,0.207,153.874,31.831,122.759,42.052,153.887,31.863,124.364,43.189,153.88,31.869,127.088,40.365,-0.287418,-0.212355,0.739032
ISIC_0000538,benign,0,0.1873,0.1928,0.6792,29.1278,26.893,0.178,0.177,0.176,152.148,27.012,158.761,45.537,152.083,26.923,159.615,46.191,152.072,26.819,161.961,48.443,-0.282876,0.282365,0.163687
ISIC_0000539,benign,0,0.0803,0.1095,0.5189,49.1353,40.808,0.249,0.248,0.246,165.454,41.13,140.568,85.573,165.316,40.933,139.616,85.142,165.277,40.709,143.234,86.613,-0.292213,0.844597,0.334207
ISIC_0000541,benign,0,0.1735,0.1107,0.7104,50.7025,17.412,0.115,0.116,0.116,149.929,17.253,116.844,57.335,149.982,17.349,117.501,56.413,149.958,17.453,118.243,59.863,0.249429,0.022105,0.653484
ISIC_0000546,benign,0,0.1999,0.1686,0.5287,40.518,30.596,0.196,0.196,0.195,156.492,30.633,118.421,50.156,156.529,30.667,120.967,51.234,156.528,30.596,125.943,54.929,-0.159456,-0.504791,-0.249653
ISIC_0000547,malignant,1,0.2573,0.3432,0.3517,50.7176,25.453,0.165,0.165,0.165,154.214,25.458,132.307,59.825,154.247,25.459,132.349,58.41,154.163,25.49,132.942,57.383,1.394334,0.346984,-0.184289
ISIC_0000549,malignant,1,0.4328,0.4496,0.2142,23.5568,18.269,0.12,0.121,0.121,151.294,18.177,115.538,64.966,151.336,18.273,118.893,66.48,151.354,18.311,120.372,64.709,1.0686,0.758018,1.324907
ISIC_0000550,malignant,1,0.1538,0.192,0.3759,37.7498,28.874,0.186,0.185,0.184,156.383,29.042,132.61,53.097,156.272,28.861,130.552,51.805,156.249,28.79,135.04,52.701,-0.375073,0.239745,0.738046
ISIC_0000551,malignant,1,0.2472,0.2075,0.3542,53.065,17.617,0.12,0.12,0.119,147.853,17.669,143.729,63.486,147.848,17.668,143.501,62.493,147.857,17.607,141.46,59.899,0.538166,-0.158999,0.385214
ISIC_0000552,malignant,1,0.1956,0.158,0.6695,68.5748,20.616,0.141,0.141,0.141,146.377,20.668,101.998,48.662,146.349,20.643,103.259,48.794,146.327,20.606,106.742,52.398,0.751107,0.368671,0.034938
ISIC_0000553,malignant,1,0.6521,0.6236,0.246,26.5852,7.99,0.056,0.054,0.054,146.91,8.277,127.512,70.51,146.755,7.956,126.846,72.497,146.711,7.891,127.84,68.186,0.843065,0.824342,0.498139
ISIC_0000554,malignant,1,0.2888,0.2603,0.4787,49.1286,36.248,0.224,0.224,0.225,161.149,36.07,122.234,58.873,161.18,36.115,124.786,59.882,161.255,36.266,126.066,63.362,0.81112,0.184377,0.949902
ISIC_0000555,malignant,1,0.1722,0.2039,0.544,39.6613,16.041,0.113,0.112,0.109,145.405,16.461,136.592,58.822,145.2,16.208,134.669,60.314,144.805,15.816,143.278,61.962,1.153442,-0.255171,-0.124287
ISIC_0000558,benign,0,0.1391,0.1017,0.7475,13.1248,7.069,0.05,0.05,0.051,140.426,6.991,130.846,42.85,140.331,7.046,131.639,45.443,140.309,7.123,132.439,41.906,-0.307008,-0.414325,-0.53358
ISIC_0000569,benign,0,0.1559,0.1237,0.7625,13.5099,6.759,0.048,0.048,0.047,144.333,6.997,133.401,63.365,144.337,6.865,132.899,63.811,144.388,6.724,131.76,65.555,-0.691861,-0.085135,-1.244704
ISIC_0000572,benign,0,0.1238,0.0948,0.7873,12.9389,9.678,0.068,0.067,0.065,146.687,9.954,140.723,85.583,146.645,9.766,140.973,83.489,146.673,9.584,140.319,83.78,-0.570433,-0.168954,-0.477162
ISIC_0000585,benign,0,0.1589,0.1356,0.7158,15.7327,11.567,0.081,0.08,0.078,147.254,11.975,134.143,64.273,147.136,11.762,134.723,65.308,146.982,11.492,137.722,67.669,-0.301234,-1.196902,-0.688877
ISIC_0000660,benign,0,0.1524,0.1332,0.7355,18.29,17.315,0.112,0.11,0.108,159.342,17.768,126.401,71.831,159.272,17.58,123.555,70.831,159.102,17.186,129.08,74.783,-1.097629,-1.487993,0.209565
ISIC_0000700,benign,0,0.1064,0.095,0.7418,32.0279,25.116,0.19,0.187,0.185,135.037,25.646,115.389,72.089,135.122,25.291,114.618,68.101,135.227,25.011,107.178,68.88,-0.515306,-0.788896,-0.059391
ISIC_0000725,benign,0,0.4296,0.3192,0.5935,11.4103,11.702,0.08,0.079,0.079,148.55,11.819,125.963,66.301,148.548,11.78,125.783,67.502,148.501,11.671,127.999,67.236,-0.202166,-0.240072,-0.915347
ISIC_0000754,benign,0,0.1343,0.2297,0.8381,11.3718,7.429,0.053,0.053,0.053,140.357,7.443,128.598,55.135,140.344,7.458,123.568,55.747,140.389,7.445,130.15,52.127,-0.153484,-0.051122,-1.344555
ISIC_0000763,benign,0,0.1235,0.2092,0.7145,12.2915,7.343,0.052,0.052,0.051,142.36,7.443,141.656,54.021,142.381,7.384,144.038,55.045,142.349,7.292,142.702,56.139,-0.718975,-1.015238,-1.321871
ISIC_0000801,benign,0,0.1873,0.1938,0.7856,16.1123,14.89,0.107,0.107,0.106,139.524,14.9,125.636,80.13,139.502,14.902,123.894,82.924,139.565,14.846,127.073,86.661,0.06118,-0.698905,-0.476812
ISIC_0000814,benign,0,0.1293,0.2521,0.7722,15.9679,8.049,0.058,0.057,0.057,141.161,8.207,126.217,71.521,141.154,8.108,125.521,69.665,141.181,8.009,120.595,76.901,-1.592018,-1.606327,-0.325203
ISIC_0000848,benign,0,0.3938,0.3248,0.3778,12.4447,17.654,0.124,0.123,0.124,142.532,17.663,135.553,65.998,142.401,17.49,134.051,67.516,142.544,17.615,131.783,65.006,-0.305864,-0.97003,-0.912811
ISIC_0000860,benign,0,0.0848,0.1436,0.7112,41.3678,13.449,0.091,0.09,0.091,148.413,13.477,121.29,79.762,148.391,13.402,123.461,81.953,148.397,13.441,120.073,78.919,-0.683565,-0.624311,0.41359
ISIC_0000866,benign,0,0.3002,0.2938,0.6541,20.3323,16.225,0.112,0.111,0.11,146.928,16.392,142.604,52.445,146.9,16.337,141.607,54.317,146.859,16.187,140.695,50.053,-0.610836,0.039807,-0.159274
ISIC_0000957,benign,0,0.0963,0.1722,0.7913,13.4189,19.403,0.13,0.13,0.13,149.118,19.437,112.412,62.869,149.123,19.412,113.171,61.86,149.234,19.371,114.404,63.49,-0.797042,-0.557494,-0.920837
ISIC_0001057,benign,0,0.2766,0.3785,0.6375,29.0801,8.661,0.062,0.061,0.06,142.15,8.775,158.887,62.742,142.076,8.695,158.235,62.516,142.071,8.58,158.738,64.999,-0.683782,-1.330067,0.375377
ISIC_0001100,malignant,1,0.5148,0.7909,0.3962,15.5201,25.636,0.197,0.194,0.193,132.309,26.052,142.32,60.547,132.444,25.743,141.378,60.296,132.529,25.513,139.632,60.508,0.955716,0.23278,-0.439883
ISIC_0001101,malignant,1,0.6134,0.3452,0.4738,26.2463,34.786,0.244,0.242,0.24,143.999,35.087,124.874,41.837,144.235,34.94,124.937,41.532,144.52,34.709,120.883,39.577,0.245727,0.899697,0.438829
ISIC_0001102,malignant,1,0.5448,0.5701,0.1989,32.6715,31.14,0.207,0.205,0.204,151.985,31.391,138.269,55.318,152.065,31.225,138.97,55.441,152.225,31.091,141.59,54.267,0.407343,0.635902,0.625732
ISIC_0001103,malignant,1,0.2705,0.2917,0.4713,40.5451,14.612,0.106,0.107,0.107,136.53,14.502,118.395,51.027,136.58,14.583,116.808,49.4,136.625,14.652,119.448,47.178,0.363195,0.541321,1.352025
ISIC_0001104,benign,0,0.1222,0.1603,0.5941,52.35,21.102,0.146,0.147,0.147,143.889,21.027,110.792,60.504,143.985,21.098,111.894,59.262,144.031,21.129,107.395,63.745,0.532755,1.023761,0.582782
ISIC_0001105,malignant,1,0.0852,0.0763,0.7819,30.286,17.521,0.139,0.136,0.133,130.786,18.145,124.261,57.3,130.948,17.798,125.055,55.258,131.133,17.423,121.085,52.559,-0.240724,-0.869635,-0.249134
ISIC_0001108,malignant,1,0.776,1.1013,0.1057,5.7983,29.945,0.224,0.223,0.224,133.499,29.953,114.968,53.314,133.605,29.828,114.08,52.604,133.663,29.941,111.164,54.134,0.485171,1.079817,0.909604
ISIC_0001110,malignant,1,0.4052,0.7047,0.4159,22.2366,34.507,0.208,0.209,0.209,164.585,34.255,129.307,64.854,165.218,34.491,127.822,64.291,165.448,34.656,128.247,64.77,0.563816,1.116082,1.391558
ISIC_0001111,benign,0,0.3806,0.2672,0.3301,2.3289,18.636,0.144,0.14,0.138,132.96,19.205,136.503,67.227,133.12,18.653,137.888,67.762,133.185,18.424,139.15,68.297,-0.347899,-0.259672,0.554927
ISIC_0001112,malignant,1,0.2122,0.2297,0.468,19.7619,24.965,0.172,0.172,0.173,144.096,24.755,116.96,59.694,144.303,24.887,117.964,58.031,144.461,25.018,116.818,55.31,1.158699,1.461589,0.358239
ISIC_0001118,malignant,1,0.434,0.794,0.1878,13.771,27.217,0.186,0.186,0.186,146.665,27.222,118.307,36.542,146.714,27.266,119.203,36.436,146.764,27.232,117.322,36.262,1.382238,-0.239212,1.344411
ISIC_0001119,malignant,1,0.1793,0.1768,0.7071,23.2568,9.546,0.073,0.072,0.072,132.279,9.687,123.338,44.697,132.342,9.528,119.815,43.505,132.356,9.469,120.209,45.192,-0.66506,-0.602046,0.308976
ISIC_0001120,malignant,1,1.2777,0.7193,0.1204,2.2899,25.284,0.165,0.166,0.167,151.715,25.065,132.874,47.447,151.809,25.241,134.507,46.707,151.942,25.322,132.077,49.242,0.442134,-0.120485,-0.028806
ISIC_0001121,malignant,1,0.2517,0.1623,0.4752,20.7221,21.64,0.154,0.152,0.151,141.895,21.852,133.37,69.303,142.052,21.66,131.845,71.448,142.224,21.531,125.521,71.866,1.233129,-0.189637,-0.548507
ISIC_0001126,malignant,1,0.3611,0.3228,0.419,32.1807,10.406,0.078,0.072,0.069,143.783,11.277,125.571,68.055,144.09,10.382,125.344,68.321,144.248,9.94,126.204,66.597,0.085284,0.666931,1.465593
ISIC_0001128,malignant,1,0.1134,0.1097,0.6906,33.2661,12.348,0.092,0.091,0.091,135.857,12.506,116.857,44.995,135.87,12.404,118.906,44.609,135.899,12.321,117.856,43.783,-0.009687,-0.164614,-0.275348
ISIC_0001129,benign,0,0.1562,0.1228,0.759,19.5517,16.039,0.117,0.115,0.113,140.263,16.413,115.374,46.414,140.354,16.168,112.617,47.835,140.413,15.915,116.149,51.458,0.187464,-0.515562,0.824528
ISIC_0001134,malignant,1,0.1781,0.1264,0.7162,18.4415,10.722,0.084,0.083,0.081,131.181,11.018,95.473,30.458,131.327,10.841,94.436,31.67,131.425,10.662,95.049,28.624,0.677779,0.348523,-0.586053
ISIC_0001135,malignant,1,0.1962,0.0963,0.6342,48.7547,26.255,0.177,0.177,0.177,148.18,26.256,113.071,29.186,148.19,26.269,110.788,29.732,148.139,26.261,105.124,28.173,-0.374271,0.129347,0.723078
ISIC_0001137,malignant,1,0.3784,0.3273,0.4251,25.4543,16.671,0.129,0.128,0.127,130.848,16.939,119.055,64.634,130.99,16.715,121.035,63.095,131.049,16.603,118.688,66.029,0.484159,0.493683,-0.356148
ISIC_0001138,malignant,1,0.1807,0.1675,0.5364,24.19,41.096,0.315,0.313,0.31,131.771,41.502,107.512,52.447,131.945,41.235,110.779,54.68,132.195,41.002,110.556,51.884,0.025031,0.852982,0.752762
ISIC_0001139,benign,0,0.0582,0.0663,0.769,52.8321,22.173,0.158,0.156,0.155,142.901,22.561,96.915,38.15,142.48,22.296,96.741,35.908,142.109,22.039,96.622,36.274,-0.692918,-0.737592,-0.5112
ISIC_0001140,malignant,1,0.1093,0.0771,0.7828,55.5511,43.191,0.27,0.271,0.272,159.028,42.995,87.486,34.355,159.089,43.097,90.298,32.398,159.199,43.242,91.006,33.735,-0.422329,-0.399451,0.290294
ISIC_0001141,malignant,1,0.4741,0.3722,0.3063,34.3414,16.814,0.116,0.116,0.115,146.189,17.005,116.596,56.396,146.154,16.948,115.932,62.04,146.104,16.765,117.788,66.21,0.887467,0.753911,0.042615
ISIC_0001142,malignant,1,1.3782,0.4538,0.1028,2.6,38.979,0.302,0.299,0.297,130.627,39.389,117.064,56.383,130.839,39.159,120.186,57.724,131.096,38.885,121.681,56.348,0.853922,1.246697,-0.195643
ISIC_0001148,malignant,1,0.1387,0.189,0.7502,14.8794,18.0,0.122,0.123,0.124,145.535,17.82,122.126,56.598,145.656,17.895,121.706,56.483,145.73,18.026,123.094,55.006,0.642945,0.52022,0.409183
ISIC_0001149,malignant,1,1.417,1.6771,0.1612,2.1741,21.522,0.143,0.144,0.145,148.411,21.193,119.82,53.51,148.538,21.322,119.954,53.578,148.834,21.645,118.779,54.777,0.792402,-0.534359,0.658926
ISIC_0001151,malignant,1,0.4844,0.5823,0.3758,17.8465,17.244,0.12,0.12,0.12,143.725,17.318,112.285,53.01,143.768,17.28,111.932,55.184,143.727,17.212,108.124,54.204,0.261697,-0.237205,-0.701388
ISIC_0001152,malignant,1,0.3138,0.3667,0.3695,21.1388,20.605,0.144,0.144,0.145,142.487,20.467,110.197,44.382,142.538,20.537,110.977,47.056,142.586,20.639,115.931,44.751,1.671839,1.120491,0.6227
ISIC_0001157,malignant,1,0.2446,0.2529,0.6368,16.1487,8.8,0.061,0.061,0.062,141.126,8.599,135.724,65.133,141.206,8.677,134.604,64.273,141.254,8.808,133.852,61.708,1.320209,1.288913,0.110371
ISIC_0001480,benign,0,0.2261,0.1385,0.7247,16.3372,29.97,0.198,0.197,0.198,151.195,29.894,115.312,43.505,151.18,29.85,111.561,42.077,151.174,29.923,112.779,41.203,-0.017501,-0.288911,-0.317189
ISIC_0001505,benign,0,0.171,0.1533,0.7555,17.0508,28.494,0.186,0.185,0.185,154.143,28.597,125.452,43.943,154.113,28.494,121.518,44.067,154.105,28.447,122.554,44.006,-0.364826,-0.873719,0.305584
ISIC_0001572,benign,0,0.1984,0.2629,0.5994,14.2839,14.025,0.098,0.098,0.098,142.014,13.92,129.339,63.891,141.961,13.862,128.992,65.134,141.956,13.982,128.029,62.427,-0.482787,-0.311596,-0.639582
ISIC_0001578,benign,0,1.6683,1.4372,0.2057,2.3418,11.59,0.079,0.079,0.079,146.148,11.617,140.452,77.893,146.101,11.571,140.583,76.502,146.042,11.561,140.786,76.841,0.361716,-0.392451,-1.037942
ISIC_0001581,benign,0,0.5346,0.4615,0.3443,24.0183,21.287,0.154,0.154,0.154,138.342,21.252,120.14,82.605,138.319,21.274,121.611,82.684,138.194,21.343,117.603,82.779,-0.209898,0.212591,0.066663
ISIC_0001596,benign,0,0.3198,0.372,0.4244,18.2451,16.819,0.114,0.114,0.114,147.464,16.884,145.874,59.68,147.467,16.828,142.612,55.673,147.452,16.786,143.37,54.641,0.118361,0.036489,-0.585613
ISIC_0001602,benign,0,1.841,1.8359,0.1069,2.3596,21.356,0.148,0.148,0.148,144.221,21.352,134.348,58.134,144.244,21.326,134.775,56.852,143.965,21.316,131.573,56.219,-0.936433,-0.280936,-1.198916
ISIC_0001681,benign,0,0.2443,0.3079,0.5556,9.4995,12.155,0.085,0.084,0.084,144.346,12.293,145.905,66.956,144.333,12.19,143.667,66.941,144.313,12.108,143.615,64.23,-0.278342,0.45272,-0.360281
ISIC_0001743,benign,0,0.1422,0.1734,0.7678,11.9715,8.207,0.057,0.057,0.056,145.926,8.349,137.006,63.495,145.884,8.26,140.055,64.816,145.876,8.174,138.311,65.309,-0.175688,-0.858932,-1.269166
ISIC_0001745,benign,0,0.0892,0.1207,0.7713,11.6123,15.097,0.103,0.103,0.102,147.29,15.222,153.812,66.932,147.227,15.117,156.336,65.419,147.196,15.052,159.933,63.408,-0.328613,-0.994359,-0.841994
ISIC_0001792,benign,0,0.1501,0.1619,0.7156,12.9602,17.208,0.117,0.116,0.116,147.969,17.245,107.005,59.882,147.951,17.199,108.968,57.768,147.99,17.234,107.377,58.041,0.348683,0.044539,-0.22887
ISIC_0001831,benign,0,0.1719,0.1582,0.6591,15.8489,7.058,0.049,0.048,0.048,145.229,7.175,128.842,68.661,145.174,7.032,127.07,69.05,145.195,7.034,125.021,68.828,-0.420125,-0.419645,-0.965949
ISIC_0001832,benign,0,0.1309,0.2818,0.7041,16.7108,9.042,0.063,0.062,0.061,147.103,9.199,130.314,73.181,147.062,9.093,132.585,76.298,147.02,8.997,133.383,71.868,0.51103,-0.08117,0.625235
ISIC_0001875,benign,0,0.5132,0.5465,0.3866,25.7277,21.25,0.158,0.158,0.157,135.738,21.393,143.225,66.174,135.704,21.425,146.988,68.917,135.249,21.271,143.355,68.046,-0.710435,-1.086727,-0.68003
ISIC_0001923,benign,0,0.1755,0.1862,0.7935,9.4857,9.252,0.064,0.063,0.062,147.367,9.423,126.103,70.762,147.354,9.333,127.441,71.038,147.356,9.139,129.691,75.451,-0.418016,-1.106882,-1.542028
ISIC_0002026,benign,0,0.238,0.132,0.7666,10.8152,15.43,0.1,0.1,0.099,154.991,15.566,109.514,54.435,154.861,15.488,109.396,56.574,154.808,15.335,108.646,56.85,0.211299,-1.207108,-1.475982
ISIC_0002041,benign,0,0.1385,0.1189,0.7882,16.5319,21.231,0.136,0.136,0.135,156.763,21.382,125.086,48.049,156.717,21.271,126.281,47.682,156.667,21.161,131.964,48.486,-0.133936,-1.364232,-1.199092
ISIC_0002057,benign,0,0.1634,0.194,0.7247,13.2486,19.62,0.128,0.127,0.127,154.438,19.773,116.343,71.46,154.375,19.631,118.507,73.371,154.387,19.533,121.555,72.917,-0.36816,-0.495798,0.906628
ISIC_0002118,benign,0,0.2683,0.542,0.5706,20.6674,12.097,0.083,0.083,0.086,141.534,11.678,118.19,54.316,141.615,11.819,121.027,53.817,141.699,12.201,123.687,54.415,-1.111512,-0.885108,-0.815803
ISIC_0002119,benign,0,0.21,0.168,0.7341,9.7791,15.112,0.108,0.11,0.109,138.264,14.994,118.599,51.23,138.162,15.203,120.602,52.55,138.23,15.1,123.55,54.557,0.795142,-0.445814,-1.006621
ISIC_0002162,benign,0,0.1965,0.2408,0.6916,10.2514,22.957,0.172,0.17,0.167,137.173,23.651,108.631,52.183,137.387,23.358,108.02,53.328,137.636,22.917,109.601,53.981,-0.77274,-1.039046,-0.263084
ISIC_0002184,benign,0,0.2183,0.1923,0.4855,12.8917,11.997,0.087,0.087,0.086,139.191,12.179,125.148,61.125,139.24,12.111,127.275,58.263,139.302,11.975,123.065,58.294,-1.172576,0.277651,-0.347207
ISIC_0002213,benign,0,0.3354,0.2127,0.5512,23.7263,15.668,0.112,0.111,0.109,142.445,16.012,147.242,63.077,142.415,15.821,145.489,63.955,142.389,15.552,147.12,62.868,0.236728,0.303143,-0.186982
ISIC_0002258,benign,0,0.1702,0.2022,0.7919,7.7395,23.905,0.175,0.176,0.174,137.212,24.036,109.346,67.655,137.15,24.127,113.141,69.229,137.015,23.883,110.91,65.165,0.568992,-0.396982,-1.013634
ISIC_0002288,benign,0,0.1472,0.1225,0.7086,17.157,12.129,0.084,0.083,0.082,146.503,12.28,126.288,76.97,146.462,12.178,127.794,79.113,146.473,12.056,130.717,80.121,0.952077,-0.129502,-1.164071
